Worker_id,No_Tasks,Time
2,7,1607069612.8933089
3,3,1607069612.8933089
1,3,1607069613.20248
2,7,1607069613.20248
3,3,1607069613.20248
1,3,1607069613.5754893
2,6,1607069613.5754893
3,3,1607069613.5754893
1,2,1607069613.9187667
2,6,1607069613.9187667
3,3,1607069613.9187667
1,2,1607069614.172086
2,6,1607069614.172086
3,2,1607069614.172086
1,2,1607069614.4812963
2,5,1607069614.4812963
3,3,1607069614.4812963
1,1,1607069614.6109111
2,5,1607069614.6109111
3,3,1607069614.6109111
1,1,1607069614.6149
2,5,1607069614.6149
3,3,1607069614.6149
1,1,1607069614.632853
2,6,1607069614.632853
3,2,1607069614.632853
1,1,1607069614.6448214
2,6,1607069614.6448214
3,2,1607069614.6448214
1,2,1607069614.6617765
2,5,1607069614.6617765
3,2,1607069614.6617765
1,2,1607069614.6658032
2,5,1607069614.6658032
3,2,1607069614.6658032
1,2,1607069614.7006726
2,5,1607069614.7006726
3,1,1607069614.7006726
1,1,1607069614.9471128
2,5,1607069614.9471128
3,1,1607069614.9471128
1,1,1607069615.2872162
2,4,1607069615.2872162
3,1,1607069615.2872162
1,1,1607069615.5036047
2,3,1607069615.5036047
3,1,1607069615.5036047
1,2,1607069615.6930966
2,2,1607069615.6930966
3,1,1607069615.6930966
1,2,1607069615.6960888
2,2,1607069615.6960888
3,1,1607069615.6960888
1,2,1607069615.723744
2,1,1607069615.723744
3,2,1607069615.723744
1,2,1607069615.727735
2,1,1607069615.727735
3,2,1607069615.727735
1,3,1607069615.745718
2,1,1607069615.745718
3,2,1607069615.745718
1,3,1607069616.0558603
2,0,1607069616.0558603
3,2,1607069616.0558603
1,3,1607069616.688215
2,0,1607069616.688215
3,1,1607069616.688215
1,2,1607069617.001474
2,0,1607069617.001474
3,1,1607069617.001474
1,2,1607069617.7844079
2,0,1607069617.7844079
3,0,1607069617.7844079
1,2,1607069618.1350284
2,0,1607069618.1350284
3,1,1607069618.1350284
1,2,1607069618.1400142
2,0,1607069618.1400142
3,2,1607069618.1400142
1,3,1607069618.1599638
2,0,1607069618.1599638
3,2,1607069618.1599638
1,2,1607069618.7576795
2,1,1607069618.7576795
3,2,1607069618.7576795
1,2,1607069618.8520184
2,1,1607069618.8520184
3,2,1607069618.8520184
1,1,1607069618.8550053
2,1,1607069618.8550053
3,3,1607069618.8550053
1,1,1607069618.8569984
2,1,1607069618.8569984
3,3,1607069618.8569984
1,1,1607069619.0365288
2,2,1607069619.0365288
3,3,1607069619.0365288
1,2,1607069619.084432
2,2,1607069619.084432
3,3,1607069619.084432
1,3,1607069619.0884
2,2,1607069619.0884
3,3,1607069619.0884
1,3,1607069619.1202965
2,3,1607069619.1202965
3,3,1607069619.1202965
1,3,1607069619.1980865
2,3,1607069619.1980865
3,2,1607069619.1980865
1,3,1607069620.1521
2,3,1607069620.1521
3,2,1607069620.1521
1,3,1607069620.2378697
2,3,1607069620.2378697
3,2,1607069620.2378697
1,3,1607069620.2444165
2,3,1607069620.2444165
3,2,1607069620.2444165
1,3,1607069620.270347
2,3,1607069620.270347
3,2,1607069620.270347
1,3,1607069620.30426
2,3,1607069620.30426
3,3,1607069620.30426
1,3,1607069620.9468355
2,2,1607069620.9468355
3,3,1607069620.9468355
1,3,1607069621.2869284
2,2,1607069621.2869284
3,2,1607069621.2869284
1,3,1607069621.4056056
2,1,1607069621.4056056
3,2,1607069621.4056056
1,3,1607069621.5322626
2,2,1607069621.5322626
3,1,1607069621.5322626
1,3,1607069621.5462244
2,2,1607069621.5462244
3,1,1607069621.5462244
1,3,1607069621.5601876
2,2,1607069621.5601876
3,0,1607069621.5601876
1,3,1607069621.864648
2,2,1607069621.864648
3,1,1607069621.864648
1,2,1607069622.1898062
2,2,1607069622.1898062
3,1,1607069622.1898062
1,1,1607069622.53089
2,2,1607069622.53089
3,2,1607069622.53089
1,1,1607069622.7443194
2,1,1607069622.7443194
1,1,1607069622.7443194
3,2,1607069622.7443194
2,1,1607069622.7443194
3,2,1607069622.7443194
1,1,1607069622.7493062
2,1,1607069622.7493062
3,3,1607069622.7493062
1,1,1607069622.7842152
2,2,1607069622.7842152
3,3,1607069622.7842152
1,1,1607069622.8769653
2,3,1607069622.8769653
3,3,1607069622.8769653
1,1,1607069622.880955
2,4,1607069622.880955
3,3,1607069622.880955
1,2,1607069622.884944
2,4,1607069622.884944
3,3,1607069622.884944
1,3,1607069622.9926608
2,4,1607069622.9926608
3,3,1607069622.9926608
1,4,1607069623.2310636
2,4,1607069623.2310636
3,3,1607069623.2310636
1,4,1607069623.245001
2,5,1607069623.245001
3,3,1607069623.245001
1,5,1607069623.2499857
2,5,1607069623.2499857
3,3,1607069623.2499857
1,5,1607069623.2799985
2,6,1607069623.2799985
3,3,1607069623.2799985
1,5,1607069623.8235202
2,6,1607069623.8235202
3,2,1607069623.8235202
1,5,1607069624.0987945
2,6,1607069624.0987945
3,1,1607069624.0987945
1,5,1607069624.394976
2,5,1607069624.394976
3,1,1607069624.394976
1,4,1607069624.7001677
2,5,1607069624.7001677
3,1,1607069624.7001677
1,4,1607069625.0249512
2,4,1607069625.0249512
3,1,1607069625.0249512
1,3,1607069625.3315866
2,4,1607069625.3315866
3,1,1607069625.3315866
1,3,1607069625.6121025
2,4,1607069625.6121025
3,0,1607069625.6121025
1,3,1607069625.918282
2,3,1607069625.918282
3,0,1607069625.918282
1,2,1607069626.2245016
2,3,1607069626.2245016
3,0,1607069626.2245016
1,2,1607069626.593095
2,2,1607069626.593095
3,0,1607069626.593095
1,2,1607069626.9795737
2,1,1607069626.9795737
3,0,1607069626.9795737
1,1,1607069627.3186193
2,1,1607069627.3186193
3,0,1607069627.3186193
1,1,1607069627.6268349
2,0,1607069627.6268349
3,0,1607069627.6268349
1,0,1607069627.948936
2,1,1607069627.948936
3,0,1607069627.948936
1,0,1607069627.9509335
2,1,1607069627.9509335
3,0,1607069627.9509335
1,0,1607069631.1187098
2,1,1607069631.1187098
3,0,1607069631.1187098
1,0,1607069631.1216688
2,1,1607069631.1216688
3,0,1607069631.1216688
1,0,1607069631.130638
2,1,1607069631.130638
3,1,1607069631.130638
1,0,1607069634.2191226
2,1,1607069634.2191226
3,0,1607069634.2191226
1,0,1607069635.3178148
2,1,1607069635.3178148
3,0,1607069635.3178148
1,0,1607069635.3197713
2,1,1607069635.3197713
3,0,1607069635.3197713
1,1,1607069636.4945786
2,0,1607069636.4945786
3,0,1607069636.4945786
1,1,1607069636.5145254
2,0,1607069636.5145254
3,0,1607069636.5145254
1,1,1607069636.5225055
2,0,1607069636.5225055
3,1,1607069636.5225055
1,0,1607069639.612294
2,0,1607069639.612294
3,1,1607069639.612294
1,0,1607069639.9793258
2,0,1607069639.9793258
3,1,1607069639.9793258
1,0,1607069639.98231
2,0,1607069639.98231
3,1,1607069639.98231
1,1,1607069644.1634035
2,0,1607069644.1634035
3,0,1607069644.1634035
1,1,1607069644.165362
2,0,1607069644.165362
3,0,1607069644.165362
1,2,1607069644.1753411
2,0,1607069644.1753411
3,0,1607069644.1753411
1,1,1607069646.2642353
2,0,1607069646.2642353
3,0,1607069646.2642353
1,0,1607069647.3604577
2,1,1607069647.3604577
3,0,1607069647.3604577
1,0,1607069647.3624535
2,1,1607069647.3624535
3,0,1607069647.3624535
1,1,1607069650.5597107
2,0,1607069650.5597107
3,0,1607069650.5597107
1,1,1607069650.5617316
2,0,1607069650.5617316
3,0,1607069650.5617316
1,0,1607069651.7401347
2,1,1607069651.7401347
3,0,1607069651.7401347
1,0,1607069651.7441273
2,1,1607069651.7441273
3,0,1607069651.7441273
1,1,1607069651.7550976
2,1,1607069651.7550976
3,0,1607069651.7550976
1,1,1607069654.819169
2,0,1607069654.819169
3,0,1607069654.819169
1,0,1607069655.9092433
2,1,1607069655.9092433
3,0,1607069655.9092433
1,0,1607069655.9132347
2,1,1607069655.9132347
3,0,1607069655.9132347
1,0,1607069655.9252992
2,2,1607069655.9252992
3,0,1607069655.9252992
1,0,1607069657.9871275
2,1,1607069657.9871275
3,0,1607069657.9871275
1,0,1607069659.0691953
2,1,1607069659.0691953
3,0,1607069659.0691953
1,0,1607069659.0711558
2,1,1607069659.0711558
3,0,1607069659.0711558
1,0,1607069659.0801947
2,2,1607069659.0801947
3,0,1607069659.0801947
1,0,1607069663.1315725
2,1,1607069663.1315725
3,0,1607069663.1315725
1,0,1607069663.5145829
2,0,1607069663.5145829
3,0,1607069663.5145829
