Worker_id,No_Tasks,Time
3,0,1607090590.2776392
1,0,1607090590.4014812
2,1,1607090590.4014812
3,0,1607090590.4014812
1,0,1607090590.4011457
1,0,1607090590.4020371
2,2,1607090590.4020371
3,0,1607090590.4020371
2,2,1607090590.4011457
3,0,1607090590.4011457
1,0,1607090592.425086
2,1,1607090592.425086
3,0,1607090592.425086
1,0,1607090593.4313319
2,1,1607090593.4313319
3,0,1607090593.4313319
1,0,1607090593.4309082
1,0,1607090593.4319015
2,2,1607090593.4319015
3,0,1607090593.4319015
2,2,1607090593.4309082
3,0,1607090593.4309082
1,0,1607090595.4641562
2,1,1607090595.4641562
3,0,1607090595.4641562
1,0,1607090595.5932984
2,1,1607090595.5932984
3,0,1607090595.5932984
1,0,1607090595.5929513
1,0,1607090595.5938032
2,2,1607090595.5938032
3,0,1607090595.5938032
2,2,1607090595.5929513
1,1,1607090595.5943062
2,2,1607090595.5943062
3,0,1607090595.5943062
1,1,1607090595.5946934
2,3,1607090595.5946934
3,0,1607090595.5946934
3,0,1607090595.5929513
1,1,1607090596.6262622
2,2,1607090596.6262622
3,0,1607090596.6262622
1,0,1607090597.6276474
2,2,1607090597.6276474
3,0,1607090597.6276474
1,0,1607090599.6228762
2,1,1607090599.6228762
3,0,1607090599.6228762
1,0,1607090599.730939
2,1,1607090599.730939
3,0,1607090599.730939
1,0,1607090599.7306354
1,0,1607090599.7315075
2,2,1607090599.7315075
3,0,1607090599.7315075
2,2,1607090599.7306354
3,0,1607090599.7306354
1,0,1607090600.7533453
2,1,1607090600.7533453
3,0,1607090600.7533453
1,0,1607090601.8007605
2,1,1607090601.8007605
3,0,1607090601.8007605
1,0,1607090601.8004682
1,0,1607090601.801313
2,2,1607090601.801313
3,0,1607090601.801313
2,2,1607090601.8004682
3,0,1607090601.8004682
1,0,1607090603.83429
2,1,1607090603.83429
3,0,1607090603.83429
1,0,1607090604.8370578
2,1,1607090604.8370578
3,0,1607090604.8370578
1,0,1607090604.8383038
2,2,1607090604.8383038
3,0,1607090604.8383038
1,0,1607090604.836127
2,2,1607090604.836127
3,0,1607090604.836127
1,0,1607090607.8613153
2,1,1607090607.8613153
3,0,1607090607.8613153
1,0,1607090608.006025
2,1,1607090608.006025
3,0,1607090608.006025
1,0,1607090608.0065062
2,2,1607090608.0065062
3,0,1607090608.0065062
1,1,1607090608.0069184
2,2,1607090608.0069184
3,0,1607090608.0069184
1,1,1607090608.0056767
2,2,1607090608.0056767
3,0,1607090608.0056767
1,1,1607090610.0291514
2,1,1607090610.0291514
3,0,1607090610.0291514
1,0,1607090612.0297325
2,1,1607090612.0297325
3,0,1607090612.0297325
1,0,1607090612.143118
2,1,1607090612.143118
3,0,1607090612.143118
1,0,1607090612.142805
2,1,1607090612.142805
3,0,1607090612.142805
1,0,1607090613.191913
2,1,1607090613.191913
3,0,1607090613.191913
1,0,1607090613.192273
2,2,1607090613.192273
3,0,1607090613.192273
1,0,1607090613.1916275
2,2,1607090613.1916275
3,0,1607090613.1916275
1,0,1607090614.2241356
2,1,1607090614.2241356
3,0,1607090614.2241356
1,0,1607090616.2104542
2,1,1607090616.2104542
3,0,1607090616.2104542
1,0,1607090616.2100952
1,0,1607090616.2123284
2,2,1607090616.2123284
3,0,1607090616.2123284
2,2,1607090616.2100952
3,0,1607090616.2100952
1,0,1607090618.2391348
2,1,1607090618.2391348
3,0,1607090618.2391348
1,0,1607090618.3576274
2,1,1607090618.3576274
3,0,1607090618.3576274
1,0,1607090618.3585129
2,2,1607090618.3585129
3,0,1607090618.3585129
1,0,1607090618.3571923
1,1,1607090618.359666
2,2,1607090618.359666
3,0,1607090618.359666
2,2,1607090618.3571923
1,1,1607090618.3601956
2,3,1607090618.3601956
3,0,1607090618.3601956
3,0,1607090618.3571923
1,1,1607090620.3910887
2,2,1607090620.3910887
3,0,1607090620.3910887
1,1,1607090621.3923123
2,1,1607090621.3923123
3,0,1607090621.3923123
1,1,1607090621.510417
2,0,1607090621.510417
3,0,1607090621.510417
1,0,1607090622.3954594
2,1,1607090622.3954594
3,0,1607090622.3954594
1,0,1607090622.3959157
2,2,1607090622.3959157
3,0,1607090622.3959157
1,0,1607090622.3951292
2,2,1607090622.3951292
3,0,1607090622.3951292
1,0,1607090624.4182875
2,1,1607090624.4182875
3,0,1607090624.4182875
1,0,1607090626.4596813
2,1,1607090626.4596813
3,0,1607090626.4596813
1,0,1607090626.4589903
1,0,1607090626.460504
2,2,1607090626.460504
3,0,1607090626.460504
2,2,1607090626.4589903
3,0,1607090626.4589903
1,0,1607090630.4923394
2,1,1607090630.4923394
3,0,1607090630.4923394
1,0,1607090630.6008005
2,1,1607090630.6008005
3,0,1607090630.6008005
1,0,1607090630.6012082
2,2,1607090630.6012082
3,0,1607090630.6012082
1,0,1607090630.6004922
2,2,1607090630.6004922
3,0,1607090630.6004922
1,0,1607090631.6337168
2,1,1607090631.6337168
3,0,1607090631.6337168
1,0,1607090632.6762874
2,1,1607090632.6762874
3,0,1607090632.6762874
1,0,1607090632.6766033
2,2,1607090632.6766033
3,0,1607090632.6766033
1,1,1607090632.6770256
2,2,1607090632.6770256
3,0,1607090632.6770256
1,1,1607090632.6759982
1,1,1607090632.6774845
2,3,1607090632.6774845
3,0,1607090632.6774845
2,3,1607090632.6759982
3,0,1607090632.6759982
1,0,1607090634.7053928
2,3,1607090634.7053928
3,0,1607090634.7053928
1,0,1607090635.7080734
2,2,1607090635.7080734
3,0,1607090635.7080734
1,0,1607090635.8259172
2,1,1607090635.8259172
3,0,1607090635.8259172
1,0,1607090636.707507
2,1,1607090636.707507
3,0,1607090636.707507
1,0,1607090636.7071135
1,0,1607090636.7081137
2,2,1607090636.7081137
3,0,1607090636.7081137
2,2,1607090636.7071135
3,0,1607090636.7071135
1,0,1607090638.7299545
2,1,1607090638.7299545
3,0,1607090638.7299545
1,0,1607090639.771765
2,1,1607090639.771765
3,0,1607090639.771765
1,0,1607090639.772278
2,2,1607090639.772278
3,0,1607090639.772278
1,0,1607090639.771125
1,1,1607090639.7725997
2,2,1607090639.7725997
3,0,1607090639.7725997
2,2,1607090639.771125
1,1,1607090639.7729774
2,3,1607090639.7729774
3,0,1607090639.7729774
3,0,1607090639.771125
1,1,1607090640.8044784
2,2,1607090640.8044784
3,0,1607090640.8044784
1,0,1607090641.8059022
2,2,1607090641.8059022
3,0,1607090641.8059022
1,0,1607090641.923809
2,1,1607090641.923809
3,0,1607090641.923809
1,0,1607090642.8080485
2,1,1607090642.8080485
3,0,1607090642.8080485
1,0,1607090642.8077815
2,1,1607090642.8077815
3,0,1607090642.8077815
1,0,1607090645.8816962
2,1,1607090645.8816962
3,0,1607090645.8816962
1,0,1607090645.8821266
2,2,1607090645.8821266
3,0,1607090645.8821266
1,0,1607090645.8813205
1,1,1607090645.8825974
2,2,1607090645.8825974
3,0,1607090645.8825974
2,2,1607090645.8813205
1,1,1607090645.8830316
2,3,1607090645.8830316
3,0,1607090645.8830316
3,0,1607090645.8813205
1,1,1607090647.9156158
2,2,1607090647.9156158
3,0,1607090647.9156158
1,1,1607090648.0188115
2,1,1607090648.0188115
3,0,1607090648.0188115
1,1,1607090648.906482
2,0,1607090648.906482
3,0,1607090648.906482
1,0,1607090649.9112144
2,1,1607090649.9112144
3,0,1607090649.9112144
1,0,1607090649.9107735
2,1,1607090649.9107735
3,0,1607090649.9107735
1,0,1607090652.9859874
2,1,1607090652.9859874
3,0,1607090652.9859874
1,0,1607090652.9863565
2,2,1607090652.9863565
3,0,1607090652.9863565
1,1,1607090652.9867527
2,2,1607090652.9867527
3,0,1607090652.9867527
1,1,1607090652.987099
2,3,1607090652.987099
3,0,1607090652.987099
1,1,1607090652.9856791
2,3,1607090652.9856791
3,0,1607090652.9856791
1,1,1607090656.020087
2,2,1607090656.020087
3,0,1607090656.020087
1,0,1607090657.0199544
2,2,1607090657.0199544
3,0,1607090657.0199544
1,0,1607090657.1227198
2,1,1607090657.1227198
3,0,1607090657.1227198
1,0,1607090657.2412302
2,1,1607090657.2412302
3,0,1607090657.2412302
1,0,1607090657.240913
2,1,1607090657.240913
3,0,1607090657.240913
1,0,1607090658.3103905
2,0,1607090658.3103905
3,0,1607090658.3103905
