Worker_id,No_Tasks,Time
2,0,1607070449.186215
3,1,1607070449.186215
1,0,1607070449.1881769
2,0,1607070449.1881769
3,1,1607070449.1881769
1,1,1607070449.202152
2,0,1607070449.202152
3,1,1607070449.202152
1,1,1607070450.3108923
2,0,1607070450.3108923
3,0,1607070450.3108923
1,0,1607070452.2719707
2,1,1607070452.2719707
3,0,1607070452.2719707
1,0,1607070452.2839384
2,1,1607070452.2839384
3,0,1607070452.2839384
1,0,1607070454.4408267
2,0,1607070454.4408267
3,1,1607070454.4408267
1,0,1607070454.4428227
2,0,1607070454.4428227
3,1,1607070454.4428227
1,1,1607070454.4468124
2,0,1607070454.4468124
3,1,1607070454.4468124
1,1,1607070454.450798
2,1,1607070454.450798
3,1,1607070454.450798
1,1,1607070455.535312
2,0,1607070455.535312
3,1,1607070455.535312
1,1,1607070456.5426588
2,0,1607070456.5426588
3,0,1607070456.5426588
1,0,1607070458.5319788
2,0,1607070458.5319788
3,1,1607070458.5319788
1,0,1607070458.535969
2,0,1607070458.535969
3,1,1607070458.535969
1,1,1607070462.7204516
2,0,1607070462.7204516
3,0,1607070462.7204516
1,1,1607070462.7234445
2,0,1607070462.7234445
3,0,1607070462.7234445
1,1,1607070462.7274344
2,1,1607070462.7274344
3,0,1607070462.7274344
1,0,1607070463.787267
2,1,1607070463.787267
3,0,1607070463.787267
1,0,1607070464.8015864
2,0,1607070464.8015864
3,1,1607070464.8015864
1,0,1607070464.8234947
2,0,1607070464.8234947
3,1,1607070464.8234947
1,1,1607070464.8334699
2,0,1607070464.8334699
3,1,1607070464.8334699
1,1,1607070465.914993
2,0,1607070465.914993
3,0,1607070465.914993
1,0,1607070467.997076
2,1,1607070467.997076
3,0,1607070467.997076
1,0,1607070468.0010688
2,1,1607070468.0010688
3,0,1607070468.0010688
1,0,1607070468.0100436
2,1,1607070468.0100436
3,1,1607070468.0100436
1,1,1607070468.0539265
2,1,1607070468.0539265
3,1,1607070468.0539265
1,1,1607070471.0866587
2,1,1607070471.0866587
3,0,1607070471.0866587
1,1,1607070472.0889864
2,0,1607070472.0889864
3,0,1607070472.0889864
1,0,1607070472.3922513
2,1,1607070472.3922513
3,0,1607070472.3922513
1,0,1607070472.394217
2,1,1607070472.394217
3,0,1607070472.394217
1,0,1607070473.5292597
2,0,1607070473.5292597
3,1,1607070473.5292597
1,0,1607070473.531258
2,0,1607070473.531258
3,1,1607070473.531258
1,1,1607070473.5352468
2,0,1607070473.5352468
3,1,1607070473.5352468
1,1,1607070473.5571895
2,1,1607070473.5571895
3,1,1607070473.5571895
1,1,1607070474.6200736
2,1,1607070474.6200736
3,0,1607070474.6200736
1,0,1607070475.6035156
2,1,1607070475.6035156
3,0,1607070475.6035156
1,0,1607070476.619996
2,0,1607070476.619996
3,1,1607070476.619996
1,0,1607070476.6229491
2,0,1607070476.6229491
3,1,1607070476.6229491
1,0,1607070477.7875333
2,0,1607070477.7875333
3,0,1607070477.7875333
